product_id,product_brand,product_name,product_sku,product_retail_price,product_cost,product_weight,recyclable,low_fat
340,Better,Better Chicken Ramen Soup,50664311051,0.63,0.3,16,1,1
341,Better,Better Canned Tuna in Water,60596305727,2.77,1.02,21.7,,
342,Better,Better Canned Tuna in Oil,94839757084,1.5,0.5,14.2,1,1
343,Better,Better Large Canned Shrimp,85226559042,2.3,0.71,8.55,,
344,Better,Better Fancy Canned Anchovies,88707776665,2.28,1.03,10.5,1,1
345,Better,Better Fancy Canned Clams,24430214762,2.11,0.74,17.6,1,1
346,Better,Better Fancy Canned Oysters,87149198651,2.12,0.68,15.6,,
347,Better,Better Fancy Canned Sardines,16011533141,1.2,0.44,11.8,,1
348,Better,Better Rice Soup,24066153168,1.23,0.46,7.98,1,
349,Swell,Swell Canned Mixed Fruit,65579034686,2.34,0.98,8.62,,1
350,Swell,Swell Canned Peaches,42871420979,1.63,0.59,15.3,1,
351,ADJ,ADJ Rosy Sunglasses,66307157874,2.76,0.86,19.6,1,
352,Black Tie,Black Tie Eyeglass Screwdriver,36739440560,0.67,0.23,10.6,,
353,Black Tie,Black Tie City Map,29412943720,1.57,0.69,8.78,1,
354,Carlson,Carlson Low Fat Cottage Cheese,35180862545,2.25,0.72,9.77,,
355,Carlson,Carlson Low Fat Sour Cream,87092131972,0.81,0.34,12.2,,
356,Carlson,Carlson Sour Cream,62097817063,2.36,0.83,8.79,1,
357,Carlson,Carlson Jack Cheese,83246852755,1.8,0.86,12.2,1,1
358,Carlson,Carlson Muenster Cheese,16273263096,3.75,1.24,19.3,,
359,Carlson,Carlson String Cheese,96660065054,1.32,0.41,20.9,1,
360,Carlson,Carlson Low Fat String Cheese,10141282677,1.31,0.51,9.8,1,1
361,Carlson,Carlson Havarti Cheese,35863720774,1.13,0.37,14.1,1,
362,Carlson,Carlson Head Cheese,98582704663,3.97,1.91,10.8,,
363,Carlson,Carlson Cheese Spread,27445039153,1.82,0.67,8.71,1,1
364,Carlson,Carlson Sharp Cheddar Cheese,35499659180,2.2,1.08,17.1,,
365,Carlson,Carlson Mild Cheddar Cheese,23599759936,3.96,1.47,11.9,1,
366,Carlson,Carlson Large Curd Cottage Cheese,90892146229,2.36,0.9,19.6,1,
367,Carlson,Carlson 2% Milk,55306581854,3.49,1.22,11.6,1,
368,Carlson,Carlson Buttermilk,91836734414,1.14,0.39,14.4,,
369,Carlson,Carlson Chocolate Milk,18412367701,2.3,0.87,19.4,,
370,Carlson,Carlson 1% Milk,24180286526,0.92,0.36,6.63,1,
371,Carlson,Carlson Whole Milk,76091555953,0.66,0.31,9.78,1,
372,Carlson,Carlson Strawberry Yogurt,51097241044,3.98,1.71,14.8,,
373,Carlson,Carlson Blueberry Yogurt,72246276736,2.76,0.99,11.9,1,1
374,Moms,Moms Chicken Hot Dogs,16489728093,1.49,0.54,11.3,1,
375,Moms,Moms Pimento Loaf,96876530051,2.29,0.89,18.4,1,
376,Moms,Moms Beef Bologna,64974904656,2.27,0.89,12.3,,1
377,Moms,Moms Low Fat Bologna,24599472880,2.1,0.71,18,,
378,Moms,Moms Turkey Hot Dogs,87318456768,1.11,0.42,17.3,1,1
379,Moms,Moms Foot-Long Hot Dogs,82278661131,3.85,1.89,16.2,1,
380,Moms,Moms Low Fat Cole Slaw,24235411286,1.22,0.52,21.4,1,1
381,Moms,Moms Cole Slaw,78433381915,2.33,1,10.3,1,1
382,Moms,Moms Roasted Chicken,79627898335,1.62,0.73,10.2,1,1
383,Moms,Moms Corned Beef,13063635230,2.75,1.1,13.2,1,1
384,Moms,Moms Sliced Turkey,49593787789,0.54,0.25,14.7,1,1
385,Moms,Moms Sliced Ham,31050249934,1.56,0.61,11.3,,
386,Moms,Moms Potato Salad,36818168759,2.23,0.85,16.9,1,1
387,Moms,Moms Sliced Chicken,88729438185,2.41,0.82,17.7,1,
388,Urban,Urban Small Brown Eggs,63735123276,2.35,0.87,19.3,1,1
389,Urban,Urban Large Brown Eggs,84884158968,1.79,0.86,14.1,,
390,Urban,Urban Small Eggs,29127610325,3.74,1.72,10.3,1,
391,Urban,Urban Large Eggs,19514412283,1.31,0.46,9.21,,
392,Urban,Urban Egg Substitute,89093499779,1.3,0.44,13,,1
393,Big Time,Big Time Low Fat Waffles,48718068003,1.12,0.36,21.5,1,
394,Big Time,Big Time Orange Popsicles,76317880749,3.13,1.13,10.4,1,
395,Big Time,Big Time Frozen Chicken Breast,71278085112,2.22,1,8.3,1,
396,Big Time,Big Time Frozen Pancakes,13234835267,3.24,1.17,16.3,1,
397,Big Time,Big Time Low Fat French Fries,67432805895,1.35,0.46,12,,
398,Big Time,Big Time Frozen Sausage Pizza,68627322316,0.8,0.35,15.5,1,1
399,Big Time,Big Time Blueberry Waffles,92063059210,0.87,0.37,10.2,,
400,Big Time,Big Time Fajita French Fries,38593211770,1.43,0.47,9.57,1,
401,Big Time,Big Time Waffles,55168845057,0.7,0.26,13.9,,
402,Big Time,Big Time Frozen Pepperoni Pizza,60936763882,1.13,0.38,9.16,1,1
403,Big Time,Big Time Frozen Cheese Pizza,77728862166,1.55,0.48,13.6,1,1
404,Big Time,Big Time Frozen Mushroom Pizza,52734547257,1.25,0.39,6.98,1,
405,Big Time,Big Time Apple Cinnamon Waffles,73883582949,3.69,1.22,19.6,,
406,Big Time,Big Time Frozen Carrots,18127034306,1.64,0.8,20.7,,
407,Big Time,Big Time Turkey TV Dinner,98513836264,3.21,1.51,6.35,,1
408,Big Time,Big Time Chicken TV Dinner,78092923760,2.2,1.06,15.7,1,1
409,Big Time,Big Time Beef TV Dinner,37717491984,3.91,1.64,10.9,1,1
410,Big Time,Big Time Pancake Mix,10436475872,1.26,0.53,19.8,,1
411,Big Time,Big Time Grape Popsicles,95396680235,0.51,0.26,8.25,1,1
412,Big Time,Big Time Home Style French Fries,91970587372,1.38,0.54,18.9,1,1
413,Big Time,Big Time Lime Popsicles,56168558001,2.25,0.88,18.4,1,
414,Big Time,Big Time Ice Cream,33460944294,2.77,0.89,19.9,1,1
415,Big Time,Big Time Ice Cream Sandwich,80798811316,2.91,1.25,17.4,1,1
416,Big Time,Big Time Frozen Cauliflower,27328963875,3.32,1.33,7.2,1,
417,Big Time,Big Time Frozen Broccoli,20002467036,2.72,1.2,14.2,1,
418,Big Time,Big Time Frozen Corn,25770385861,3.16,1.49,13.2,1,
419,Big Time,Big Time Frozen Peas,11583785414,3.57,1.29,8.5,,
420,Big Time,Big Time Popsicles,41470299363,2.27,0.77,20.6,1,1
421,Big Time,Big Time Frozen Chicken Thighs,62619335055,2.95,1.39,6.19,1,
422,Big Time,Big Time Frozen Chicken Wings,72960656285,3.67,1.25,7.87,,1
423,Big Time,Big Time Lemon Popsicles,63347458243,1.47,0.71,17.2,,1
424,Steady,Steady Silky Smooth Hair Conditioner,66828675866,1.45,0.49,9.65,1,
425,Steady,Steady Tartar Control Toothpaste,26453244090,1.28,0.42,9.18,,
426,Steady,Steady Whitening Toothpast,65270097851,0.6,0.26,11.5,,
427,Steady,Steady Toothpaste,84132432341,2.14,0.79,8.89,,
428,Steady,Steady Deodorant,26089182496,0.67,0.24,8.43,,
429,Steady,Steady Conditioning Shampoo,67602064013,1.51,0.48,12,1,
430,Steady,Steady Extra Moisture Shampoo,44894450306,1.8,0.72,11.5,1,
431,Steady,Steady Angled Toothbrush,92232317328,0.96,0.38,19.9,,
432,Steady,Steady Apricot Shampoo,38762469887,2.35,1.13,11.3,,
433,Steady,Steady Childrens Aspirin,31435973048,1.74,0.54,10.8,1,
434,Steady,Steady Buffered Aspirin,37203891873,1.42,0.44,19.1,,
435,Steady,Steady 200 MG Ibuprofen,23017291426,2.83,1.33,11.8,1,
436,Steady,Steady 200 MG Acetominifen,64120846390,1.53,0.63,6.32,,
437,Steady,Steady HCL Nasal Spray,19172012209,1.97,0.93,19.9,,
438,Steady,Steady Dishwasher Detergent,84394162297,1.93,0.97,19.5,1,
439,Steady,Steady Multi-Symptom Cold Remedy,74780964255,3.5,1.72,21.8,1,
440,Steady,Steady Childrens Cold Remedy,78262181878,0.67,0.32,19.2,1,
441,Steady,Steady Laundry Detergent,37886750102,0.57,0.26,13.7,1,
442,Steady,Steady Mint Mouthwash,76703603863,2.24,1.08,21.1,,
443,Red Wing,Red Wing 60 Watt Lightbulb,95565938353,1.33,0.48,20.6,1,
444,Red Wing,Red Wing Plastic Forks,13620558381,2.59,1.04,20.1,,
445,Red Wing,Red Wing Plastic Spoons,91720659136,3.46,1.18,16.5,1,
446,Red Wing,Red Wing Plastic Knives,69013045430,3.75,1.58,11,,
447,Red Wing,Red Wing C-Size Batteries,81231741309,2.88,1.01,19.4,1,
448,Red Wing,Red Wing 100 Watt Lightbulb,27761893868,1.54,0.74,15.8,,
449,Red Wing,Red Wing AAA-Size Batteries,20435397028,3.69,1.73,10.3,1,
450,Red Wing,Red Wing Paper Plates,26203315854,3.37,1.55,18.9,,
451,Red Wing,Red Wing Paper Cups,78114585280,1.78,0.85,13.4,1,
452,Red Wing,Red Wing 75 Watt Lightbulb,53120270371,2.48,0.94,11.1,,
453,Red Wing,Red Wing Toilet Bowl Cleaner,74269306063,2.92,1.05,19.4,1,
454,Red Wing,Red Wing Counter Cleaner,18512757420,0.93,0.42,14,,
455,Red Wing,Red Wing Glass Cleaner,64571403861,1.68,0.66,10.4,1,
456,Red Wing,Red Wing 25 Watt Lightbulb,68052621483,2.67,0.8,13.7,1,
457,Red Wing,Red Wing AA-Size Batteries,27677189707,2.26,0.99,13.2,1,
458,Red Wing,Red Wing D-Size Batteries,66494043469,1.5,0.47,16.8,1,
459,Red Wing,Red Wing Paper Towels,85356377959,0.64,0.23,16.4,,
460,Red Wing,Red Wing Soft Napkins,93410997986,1.61,0.71,13.7,1,
461,Red Wing,Red Wing Scented Tissue,81511098742,2.72,1.01,16.1,,
462,Red Wing,Red Wing Toilet Paper,58803485035,2.12,0.78,15.6,1,
463,Red Wing,Red Wing Tissues,16141352057,1.25,0.51,8.28,1,
464,Red Wing,Red Wing Scented Toilet Tissue,41454463601,3.56,1.74,15.6,1,
465,Red Wing,Red Wing Room Freshener,34127966761,2.95,1.27,15.2,,
466,Red Wing,Red Wing Frying Pan,39895885586,2.63,1.26,8.79,,
467,Red Wing,Red Wing Copper Cleaner,91807155013,3.81,1.49,8.33,1,
468,Red Wing,Red Wing Bees Wax Candles,66812840104,1.74,0.7,10.6,1,
469,Red Wing,Red Wing Silver Cleaner,87961875796,1.29,0.58,8.03,1,
470,Red Wing,Red Wing Copper Pot Scrubber,32205327153,2.9,1.04,7.57,1,
471,Red Wing,Red Wing Economy Toilet Brush,22592129111,0.83,0.3,9.93,,
472,Red Wing,Red Wing Scissors,57052045464,0.82,0.37,9.47,1,
473,Red Wing,Red Wing Large Sponge,82774483561,0.73,0.27,14,,
474,Red Wing,Red Wing Screw Driver,55493467450,3.52,1.58,21.3,1,
475,Quick,Quick Extra Lean Hamburger,74355801939,2.61,0.84,20.9,1,
476,Quick,Quick Seasoned Hamburger,82410421967,3.64,1.13,15.6,1,
477,Dollar,Dollar Monthly Sports Magazine,70510522723,0.86,0.3,19.1,1,
478,Dollar,Dollar Monthly Auto Magazine,47802909016,2.91,1.25,10.8,,
479,Dollar,Dollar Monthly Computer Magazine,71238645911,2.15,1.05,16.4,1,
480,Dollar,Dollar Monthly Home Magazine,41670928597,1.69,0.76,13.2,,
481,Dollar,Dollar Monthly Fashion Magazine,23127390742,2.85,1.34,14.1,1,
482,Tell Tale,Tell Tale Summer Squash,28895309567,0.73,0.36,18.7,,1
483,Tell Tale,Tell Tale Corn on the Cob,80806578993,1.94,0.68,13,1,
484,Tell Tale,Tell Tale Asparagus,55812264084,3.64,1.82,8.35,,1
485,Tell Tale,Tell Tale Sweet Peas,76961299777,2.19,0.83,14.5,,1
486,Tell Tale,Tell Tale New Potatos,21204751133,1.14,0.51,14.8,1,1
487,Tell Tale,Tell Tale Beets,11591553092,2.6,1.17,9.09,,1
488,Tell Tale,Tell Tale Prepared Salad,15072770714,2.59,1.3,9.77,1,1
489,Tell Tale,Tell Tale Onions,40795208811,2.41,1.06,16.4,1,1
490,Tell Tale,Tell Tale Green Pepper,44229219555,1.65,0.54,13.4,,1
491,Tell Tale,Tell Tale Shitake Mushrooms,63091554045,3.51,1.47,19.6,1,
492,Tell Tale,Tell Tale Lettuce,71146174073,1.77,0.58,20.3,,
493,Tell Tale,Tell Tale Elephant Garlic,59246274828,2.64,0.9,7.43,1,
494,Tell Tale,Tell Tale Red Pepper,36538661122,1.93,0.81,9.02,1,
495,Tell Tale,Tell Tale Garlic,59974398016,1.17,0.48,9.22,1,
496,Tell Tale,Tell Tale Potatos,96504550576,0.84,0.31,11.2,,
497,Tell Tale,Tell Tale Cauliflower,23080183863,1.87,0.64,14.7,1,
498,Tell Tale,Tell Tale Tomatos,28848102688,2.55,1.22,11.9,1,1
499,Tell Tale,Tell Tale Mushrooms,69542331099,2.96,1.42,13.9,1,
500,Tell Tale,Tell Tale Baby Onion,44548016190,2.66,1.28,17,,1
501,Tell Tale,Tell Tale Dried Mushrooms,65697051882,1.45,0.7,17.1,1,1
502,Tell Tale,Tell Tale Fresh Lima Beans,99940503239,3.17,1.24,20.1,1,
503,Tell Tale,Tell Tale Squash,90327305197,1.86,0.89,21.2,,1
504,Tell Tale,Tell Tale Limes,69906392693,1.84,0.77,13.6,1,1
505,Tell Tale,Tell Tale Firm Tofu,29530960917,1.67,0.8,18.1,,
506,Tell Tale,Tell Tale Almonds,92249944806,3.68,1.14,11.5,1,
507,Tell Tale,Tell Tale Macintosh Apples,87210149168,2.53,1.04,20.4,1,
508,Tell Tale,Tell Tale Golden Delcious Apples,82579680085,3.79,1.36,13.9,1,1
509,Tell Tale,Tell Tale Red Delcious Apples,46777650713,1.9,0.67,20.9,1,
510,Tell Tale,Tell Tale Lemons,47972167134,0.61,0.27,9.33,1,
511,Tell Tale,Tell Tale Fancy Plums,71407904028,0.68,0.34,21,,1
512,Tell Tale,Tell Tale Plums,17938056588,2.74,1.26,9.85,,
513,Tell Tale,Tell Tale Peaches,34513689875,0.58,0.28,11,1,
514,Tell Tale,Tell Tale Broccoli,40281608700,1.81,0.65,20.9,1,1
515,Tell Tale,Tell Tale Mandarin Oranges,92192878127,1.91,0.9,20.7,,1
516,Tell Tale,Tell Tale Mixed Nuts,67198563218,1.85,0.63,21.8,1,
517,Tell Tale,Tell Tale Canned Peanuts,77130557894,3.4,1.63,7.87,,
518,Tell Tale,Tell Tale Sweet Onion,21374009251,1.36,0.68,13.5,,1
519,Tell Tale,Tell Tale Cantelope,11760811209,3.82,1.8,17.1,1,
520,Tell Tale,Tell Tale Honey Dew,81339898705,2.8,1.34,7.28,1,
521,Tell Tale,Tell Tale Fuji Apples,40964466929,3.63,1.52,8.48,1,
522,Tell Tale,Tell Tale Walnuts,13683450818,1.63,0.57,15.6,1,1
523,Tell Tale,Tell Tale Oranges,98643655180,1.72,0.71,11.3,,1
524,Tell Tale,Tell Tale Tangerines,40600405335,1.74,0.87,13.8,,
525,Tell Tale,Tell Tale Party Nuts,94798375964,2.85,0.88,11.3,,1
526,Kiwi,Kiwi Lox,36971591114,2.25,1.08,18.4,1,1
527,Kiwi,Kiwi Scallops,60407328009,2.38,0.79,11.9,,
528,Fast,Fast Low Fat Cookies,96937480568,0.96,0.31,6.59,1,1
529,Fast,Fast BBQ Potato Chips,23513113856,2.19,0.9,17.7,,1
530,Fast,Fast Corn Chips,29281032681,3.76,1.58,9.41,1,
531,Fast,Fast Low Fat BBQ Chips,81192302107,0.6,0.22,16.9,,1
532,Fast,Fast Sugar Cookies,56197987198,3.87,1.39,21.7,1,
533,Fast,Fast Chocolate Chip Cookies,77347022891,2.42,0.82,20.1,,
534,Fast,Fast Fudge Cookies,21590474247,3.38,1.45,12.6,,1
535,Fast,Fast Fudge Brownies,90496563315,2.84,0.99,7.92,1,1
536,Fast,Fast Potato Chips,70075650811,1.82,0.66,21.8,1,
537,Fast,Fast Lemon Cookies,29700219035,2.65,0.87,20.7,1,
538,Fast,Fast Graham Crackers,92419202923,0.93,0.39,20.9,1,1
539,Fast,Fast Cheese Crackers,87379407286,3.74,1.35,8.42,1,
540,Fast,Fast Buttered Popcorn,29336157441,0.51,0.22,12.3,1,1
541,Fast,Fast No Salt Popcorn,83534128069,1.88,0.7,13,1,
542,Fast,Fast Low Fat Popcorn,60826514363,1.51,0.74,6.84,,1
543,Fast,Fast Salsa Dip,18164381384,1.64,0.72,8.05,,
544,Fast,Fast Avocado Dip,85673232674,2.95,0.89,16.1,1,
545,Fast,Fast Salted Pretzels,78346735835,1.45,0.55,19.1,1,1
546,Fast,Fast Cheese Dip,84114654660,2.78,1,14.7,,
547,Fast,Fast Fondue Mix,69928054213,2.31,0.79,9.02,1,
548,Fast,Fast Mini Donuts,44933739304,2.9,1.22,8.39,1,1
549,Fast,Fast Beef Jerky,66082774996,1.68,0.76,10.5,1,
550,Fast,Fast Chocolate Donuts,76424096226,2.4,0.77,10.7,,
551,Fast,Fast Low Fat Chips,66810898184,3.21,1.12,7.87,1,
552,Fast,Fast Sesame Crackers,70292115807,0.55,0.24,18.6,1,1
553,Fast,Fast Frosted Cookies,18699643015,1.91,0.84,7.41,,
554,Fast,Fast Dried Apples,57516496777,3.14,1.54,13.1,1,
555,Fast,Fast Apple Fruit Roll,76378831267,2.88,1.27,19.3,1,
556,Fast,Fast Strawberry Fruit Roll,18335581421,3.25,1.27,11.3,1,
557,Fast,Fast Raspberry Fruit Roll,72533552050,1.36,0.61,18.4,,
558,Fast,Fast Grape Fruit Roll,49825938344,0.8,0.38,15,,1
559,Fast,Fast Dried Dates,97163805365,3.78,1.4,19.9,,1
560,Fast,Fast Raisins,43693957924,1.2,0.58,15,,1
561,Fast,Fast Golden Raisins,36367461085,0.77,0.31,15.7,1,1
562,Fast,Fast Dried Apricots,42135379910,0.59,0.24,17.8,,
563,Fast,Fast Frosted Donuts,58927478194,1.68,0.66,19.9,,1
564,Atomic,Atomic Tasty Candy Bar,10031033158,0.66,0.3,17.9,1,1
565,Atomic,Atomic Mint Chocolate Bar,55082198977,0.9,0.38,10.9,1,
566,Atomic,Atomic Malted Milk Balls,65423520207,1.78,0.73,13.9,,
567,Atomic,Atomic Semi-Sweet Chocolate Bar,55810322165,2.35,1.18,15.9,1,1
568,Atomic,Atomic Bubble Gum,59291539788,3.33,1.23,11.2,,1
569,Atomic,Atomic Spicy Mints,18916108012,3.16,1.58,7.79,1,1
570,Atomic,Atomic Mints,57732961773,2.16,0.91,17.5,,1
571,Atomic,Atomic White Chocolate Bar,65114583373,1.25,0.49,10.4,,
572,Shady Lake,Shady Lake Ravioli,73169203400,2.51,1.08,8.94,,
573,Shady Lake,Shady Lake Manicotti,61269304156,3.39,1.39,19.7,1,1
574,Shady Lake,Shady Lake Spaghetti,38561690449,2.67,1.15,19,1,
575,Shady Lake,Shady Lake Thai Rice,85899557471,2.81,1.35,11,1,1
576,Shady Lake,Shady Lake Rice Medly,32429710030,0.7,0.29,18.6,1,1
577,Walrus,Walrus Imported Beer,25103213191,2.62,1.28,6.11,1,
578,Walrus,Walrus Light Wine,30871132016,2.29,0.69,9.38,1,
579,Walrus,Walrus Chardonnay Wine,82782401442,0.83,0.35,15.7,,
580,Walrus,Walrus Chablis Wine,21200867295,2.41,1.18,19.9,,
581,Walrus,Walrus Merlot Wine,42349902987,2.84,1.25,19.4,1,
582,Walrus,Walrus Chardonnay,76593354344,3.8,1.41,9.9,1,
583,Walrus,Walrus White Zinfandel Wine,66980156302,1.61,0.63,19.4,1,
584,Walrus,Walrus Light Beer,70461373925,2.59,0.88,17.6,,
585,Colony,Colony Pumpernickel Bread,30085942149,2.18,0.72,8.08,,1
586,Colony,Colony White Bread,68902795910,1.42,0.7,18.9,1,
587,Colony,Colony Rye Bread,87765130400,3.27,1.21,7.71,,
588,Colony,Colony English Muffins,95819750428,1.54,0.55,7.55,,
589,Colony,Colony Cranberry Muffins,72702810168,2.65,1.01,16.4,1,
590,Colony,Colony Muffins,49995196461,1.93,0.75,6.14,,
591,Colony,Colony Bagels,97333063483,1.17,0.42,8.72,,1
592,Colony,Colony Blueberry Muffins,43863216042,2.48,1.02,12.7,1,
593,Colony,Colony Wheat Bread,36536719202,1.87,0.84,12,1,
594,Landslide,Landslide Sesame Oil,42304638028,0.58,0.17,7.27,1,
595,Landslide,Landslide Chunky Peanut Butter,94215907454,1.42,0.65,7.95,1,
596,Landslide,Landslide Hot Chocolate,69221592545,0.64,0.25,10.4,,1
597,Landslide,Landslide Brown Sugar,90370628237,2.8,1.4,19.3,1,1
598,Landslide,Landslide White Sugar,65592778325,1.52,0.64,10.3,1,
599,Landslide,Landslide French Roast Coffee,55979580283,2.32,0.81,9.79,1,
600,Landslide,Landslide Decaf Coffee,59460797905,2.31,0.88,18.9,1,
601,Landslide,Landslide Regular Coffee,85183236002,2.13,0.68,14.9,,
602,Landslide,Landslide Vegetable Oil,57902219891,2.14,0.96,15.9,1,
603,Landslide,Landslide Corn Oil,76764554381,1.23,0.39,16.5,1,1
604,Landslide,Landslide Tomato Sauce,84819174408,1.25,0.61,9.48,,
605,Landslide,Landslide Canola Oil,72919275164,2.36,0.85,21.2,1,
606,Landslide,Landslide Grape Preserves,50211661458,2.65,0.87,11.3,,
607,Landslide,Landslide Columbian Coffee,62430357336,2.78,1.36,13.3,,
608,Landslide,Landslide Strawberry Jelly,32862640023,0.68,0.31,10.2,1,
609,Landslide,Landslide Pepper,25536143183,2.59,1.09,11.3,,1
610,Landslide,Landslide Low Fat Apple Butter,31304062008,2.27,0.98,7.14,1,1
611,Landslide,Landslide Salt,83215331435,0.82,0.34,15.1,1,
612,Landslide,Landslide Apple Butter,58221016526,2.38,0.98,11.6,1,
613,Landslide,Landslide Oregano,79370052218,1.82,0.6,21.1,1,
614,Landslide,Landslide Apple Jelly,23613503575,3.78,1.7,16.7,1,
615,Landslide,Landslide Grape Jam,69672150015,1.35,0.54,18.4,,1
616,Landslide,Landslide Apple Jam,73153367638,1.33,0.49,21.9,1,1
617,Landslide,Landslide Strawberry Jam,98875805735,1.16,0.57,13.9,1,1
618,Landslide,Landslide Creamy Peanut Butter,71594789624,1.4,0.62,7.28,1,1
619,Landslide,Landslide Strawberry Preserves,90457124114,2.25,0.95,6.14,,
620,Landslide,Landslide Extra Chunky Peanut Butter,98511744141,0.73,0.28,7.8,1,
621,Landslide,Landslide Apple Preserves,86611844897,1.39,0.68,9.36,1,
622,Landslide,Landslide Grape Jelly,63904231190,0.81,0.41,6.38,1,1
623,Token,Token Berry Juice,87339968085,1.8,0.7,8.04,1,
624,Token,Token Mango Drink,33870120644,2.46,1.01,20.4,1,1
625,Token,Token Strawberry Drink,15326582789,1.61,0.74,13.8,1,
626,Token,Token Cream Soda,21094501614,1.29,0.59,6.73,,
627,Token,Token Diet Soda,73005771040,1.7,0.71,7.64,1,
628,Token,Token Cola,48011456131,1.4,0.52,16.4,1,
629,Token,Token Diet Cola,69160491824,0.55,0.21,10,,
630,Token,Token Orange Juice,13403943181,2.8,0.92,11,1,
631,Token,Token Cranberry Juice,93790745139,0.78,0.39,19.7,1,
632,Token,Token Apple Juice,73369832634,0.83,0.41,20.6,,
633,Token,Token Apple Drink,32994400858,0.74,0.27,15.6,1,
634,Radius,Radius Oatmeal,60594213604,2.53,0.99,13.1,1,1
635,Radius,Radius Corn Puffs,55554417967,1.38,0.69,7.92,,1
636,Radius,Radius Wheat Puffs,87511168122,2.64,0.95,12.2,,1
637,Radius,Radius Grits,51709138751,0.86,0.35,8.4,,1
638,Bravo,Bravo Canned Beets,52903655171,3.15,1.42,6.8,1,
639,Bravo,Bravo Creamed Corn,76339392066,3.28,1.08,16.2,,
640,Bravo,Bravo Canned String Beans,22869544625,2.59,1.27,9.63,,1
641,Bravo,Bravo Chicken Soup,39445177912,3.98,1.75,18.5,1,1
642,Bravo,Bravo Canned Yams,45213096737,1.66,0.8,7.39,1,1
643,Bravo,Bravo Vegetable Soup,62005195021,1.84,0.92,9,,
644,Bravo,Bravo Canned Tomatos,37010880112,0.87,0.4,13.4,,
645,Bravo,Bravo Noodle Soup,58159915804,3.32,1.63,6.41,,
646,Bravo,Bravo Regular Ramen Soup,92403367161,1.28,0.59,6.18,1,
647,Bravo,Bravo Chicken Noodle Soup,82790169119,2.74,1.04,17.7,1,
648,Bravo,Bravo Turkey Noodle Soup,62369256615,2.72,0.95,12.5,1,
649,Bravo,Bravo Beef Soup,21993824839,2.55,1.1,17.2,,1
650,Bravo,Bravo Canned Peas,84712808728,1.55,0.56,17.5,1,1
651,Bravo,Bravo Chicken Ramen Soup,66987923979,0.8,0.25,15,,1
652,Bravo,Bravo Canned Tuna in Water,98944674134,1.67,0.8,10.7,1,
653,Bravo,Bravo Canned Tuna in Oil,63142644762,2.78,0.97,9.71,1,1
